id;country;description;developed;name;parent;published;start_date
12914;;;{86676, 36933, 101030};weRplay;;{86676, 101030};
12915;;;{36934};Occult Media;;{36934};
12916;;;{36947};Almanic Corp.;;;
12917;;;{26918};What! Studio;1414;;
12918;;;;GUTS Departmen;;;
12919;;;;Bergen Game Collective;;;
12920;;;;Spillmakerlauget;;;
12921;;;;Pixable Studios;;;
12922;;;;Taliespin;;;
12923;;;;Capsule Studio;;;
12924;;;;Androids Associés;;;
12925;;;;Altagram;;;
12926;;;{36988};Byte Enchanters;;;
12927;124;;{27741, 82095};Scavengers Studio;;{27741, 82095};
12928;;;{37002};Green Willow Games;;{37002};
12929;;;{12600};Magic Logic;;;
12930;;;{4389, 46182, 13003, 13294, 52752, 45361, 4406, 69976};Software Creations Ltd.;;;
12931;840;;{82432, 29004, 91247};Deck Nine;;;1997-03-31 00:00:00
12932;840;Dire Wolf Digital is an independent game studio specialising in strategy card games.    Based in Denver, Colorado, Dire Wolf Digital is the most experienced independent strategy card game studio in the industry, known for The Pokémon Trading Card Game Online, as well as Eternal and The Elder Scrolls: Legends. Since 2010, DWD has grown to a team of 90+ passionate gamers by recruiting talented designers, artists and engineers who share decades of experience creating and operating live service games.;{45248, 45249, 37033, 121135, 11120, 31198};Dire Wolf Digital;;{45248, 45249, 31198, 121135};2010-12-31 00:00:00
12933;;;{37055};Soner Kara;;{37055};
12934;;;{37056};Ryan McLeod;;{37056};
12935;124;;{23733};Andrew Shouldice;;;
12936;;;{37061};Game Path;;;
12937;;;{37064};SpectreVision;;;
12938;;;;M.C. Lothrorien Ltd;;{14026, 37085};
12939;;;{29050};Solid Patterns;;{29050};
12940;;;{111001, 37138, 116245, 72298};Alice Soft;;{111001, 72298, 116245};
12941;840;;{37145};Steel Mantis;;;
12942;;;;Digital Uppercut Productions;8623;{37145, 37146, 18436};2017-12-31 00:00:00
12943;;;{37146};2 Ton Studios;;;
12944;;;{37150};blax games;;;
12945;;;{37154, 72459, 72460};Intergalactic Development Inc.;;;
12946;;;;Final Frontier Software;;{37157};
12947;;;{37160};Actionsoft;;{37160, 37161};
12948;;;{37162};TX Digital Illusions;;;1986-12-31 00:00:00
12949;;;{19811, 75797};calme;;;
12950;;;{37188};Kele Line Ltd.;;{37170};
12951;;;;Ponyca;;{6119};
12952;;;{37177};Merlin Magic Software;;;
12953;;;{13577};Wise Owl Software;;;
12954;;;{37180};Megalomaniac Games;;{37180};
12955;;;{37185};Jake Johnson;;;
12956;;;{29284};Oriplay;;;
12957;;;{106204};Status Software;;{106204, 37188};
12958;;;{4610};Hect Co. Ltd.;;;
12959;;;{29261};Team D-13;;{29261};
12960;752;;{37192, 115757};Winteractive;;;
12961;826;;{37282};Firesprite Ltd;;{37282};
12962;;;{97891, 49631};Athena Co., Ltd.;;{37280, 49631};
12963;;;;Trinity Co., Ltd.;;{37280};
12964;;;;Tecmo, Inc.;;{4106};
12965;;;{18139, 12756, 71589};Emerald Software;;;
12966;;;{37287};Bits Corporation;;;
12967;;;{37290};Script47;;;
12968;;;{37292};Black Knight Software;;;
12969;;;{37301};mantar;;;
12970;;;{37302};sishu studio 小薯製作;;;
12971;;;{37306};DeKa Software;;;
12972;;;{33735};JE Software;;{33735};
12973;;;{18871};Texel Raptor;;{18871};
12974;;;{9040};GNISoft;;;
12975;;;;WarPortal;;{9040};
12976;;;{37375};bitBerg;;{37375};
12977;;;{30645};Newsight Games;;{30645};
12978;;;{96217, 37378};Void Studios;;;
12979;840;;;704Games;;{87881, 120487, 28829, 104983};2015-01-01 00:00:00
12980;380;;{37852};Italo Games;;;2016-01-11 00:00:00
12981;;;;DogByte Games;;;
12982;;;;Mobigame S.A.R.L.;;;
12983;;;;RatJar Games;;;
12984;826;;{20736, 26995, 21104, 23055};Bigbig Studios;45;;2001-12-31 00:00:00
12985;;;{13792, 38033, 44151};Artech;;;
12986;;;;Bulldog Software;;{55043, 53160, 54664, 54571, 55084, 54671, 45361, 39738, 12094};
12987;;;{39967};dempa;;;
12988;;;{29482};DeathMofuMofu;;{29482};
12989;250;The European subsidiary of Blizzard Entertainment, based in France.;;Blizzard Entertainment SAS;51;{22590};2004-12-31 00:00:00
12990;;;{38336};Virtew;;{38336};
12991;;;{38487};Gabes Games;;{38487};
12992;392;CyberConnect  was founded in 1996, and after released two games, changed their name to CyberConnect2 in 2001.    They released .hack//Infection in Japan a year after the name change and are now best known for the .hack and Naruto Ultimate Ninja seriess.;{38513, 24131};CyberConnect Co., Ltd.;8623;;1996-02-16 00:00:00
12993;;;;NRG Energy, Inc.;;;
12994;;;{38742};Different Name Entertainment;;;
12995;;;{28575};Wither Studios, LLC;;{28575};
12996;;;{38919};Opportunities Games;;{38919};
12997;;;;ASP Software Ltd.;;{38922};
12998;;;{38929, 73306};Starsoft Development Laboratories, Inc.;;{38929};
12999;;;;Artronic Limited;;{71600, 38929, 60689};
13000;;;{93168, 122637};L.K. Avalon;;{93168, 116159, 122637, 4639};
13001;;;{39143};Open Mid Interactive;;;
13002;;;{36760};Hojo Studio;;;
13003;;;{39736};MultiPup Studios;;{39736};
13004;;;{46660, 47145, 14026, 54668, 55085, 39738, 68348};Icon Design Ltd.;;;
13005;;;{13492};Radical Tubes;;;
13006;;;{54579, 39740};Danish Designs;;;
13007;;;{55021, 39741, 68350};Cybadyne;;;
13008;;;{25676, 119100};The Moonwalls;;;
13009;;;;IQ Publishing;;{25676};
13010;;;{31951};Joint Custody;;{31951};
13011;;;{31874};Electric Hat Games;;{31874};
13012;;;{105442, 34667, 116567};Cheerdealers;;;
13013;;;{39748, 44286};Whoop Group;;;
13014;826;;;Blue Brains Games;;;
13015;;;{39750};Cloudburst Room Escape, Inc;;;
13016;840;The Walt Disney Company, commonly known as Disney, is an American diversified multinational mass media and entertainment conglomerate, headquartered at the Walt Disney Studios in Burbank, California.;;The Walt Disney Company;;;
13017;246;Woblyware is a one man game studio founded in 2009.;{32856, 115426, 39752};Woblyware Ltd;;{32856, 39752};2009-12-31 00:00:00
13018;;;{39759};lawfx;;;
13019;;;{39766};Topsliked;;{39766};
13020;410;Kakao (Korean: 카카오) is a South Korean internet company established in 2014. It was formed from a merger of Daum Communications and Kakao to Daum Kakao in 2014.     Daum Kakao changed its name to Kakao in 2015.;{84109, 75567};Kakao Games;;{6292};2014-10-01 00:00:00
13021;;;{100443, 39771};Inner Child;;{100443, 39771};
13022;;;{68509, 37054};Camex Games;;{37054};
13023;36;Founded in 2008, Con Artist Games started as a one man operation developing a number of browser based games that saw huge success. These early games reached hundreds of millions of players and allowed us to expand. Today, we focus on high quality free to play games for browser, PC and mobile.;{19140, 61584, 61585, 61586, 61588, 61589, 59516};Con Artist Games;;{59516, 19140};2008-12-31 00:00:00
13024;;;{39775};English Software Ltd.;;;
13025;;;;Starlight Software;;{41033, 53164, 47140, 13599};
13026;;;{36615};Drifter Entertainment;;{36615};
13027;;;{41025};Jumpship;;;
13028;;;{40521};Historia Inc;;;
13029;;;{74680};AMG Games;;{74680, 40521};
13030;;;{41028};GOSHOW, Inc.;;;
13031;408;;{107143, 41029, 19439};Studio HG;;{107143, 19439};
13032;;;;YJM Games;;{41029, 41943};
13033;;;{13867};Paranoid Software;;;
13034;;;{41033};We MUSIC;;;
13035;;;{41035};The Software Shed;;;
13036;;;;302 labs;;;
13037;;;;Epic Action LLC;;{41052};
13038;;;{41059, 111310, 39161, 13404, 74430};Topo Soft;;{41059, 1288, 111310, 13590, 39161, 13404, 74430};
13040;;;;EVOLV Studios;;{41063};
13041;;;{41064};iScream Studios;;{41065};
13042;;;{28566};Allumer, Ltd.;;;
13043;;;;MCM Software;;{13297};
13044;;;{75328, 116326, 90823, 33416, 116756, 29525};MMEU;;;
13045;;;{28996};Contec Games;;{28996};
13046;;;{41071};NtoSGames;;;
13047;;;{28162};Viacheslav Bushuev;;{28162};
13048;;;{32378};Benn Powell;;{32378};
13049;;;{32835};Freetale;;{32835};
13050;;;{32815};Incendio Software;;{32815};
13051;;;{41703};RQL;;;
13052;;;{30048};Deadspot Games;;;
13053;;;;Triton;;;
13054;;;;K-Train;;;
13055;840;;;Ghostpunch Games;;;
13056;;;;Motus Digital;;;
13057;;;;Bethesda Softworks (duplicate);;;
13058;;;;ZeniMax Hong Kong;;;
13059;;;;ZeniMax Russia;;;
13060;;;{37381};Wildcard Studios;;{85061, 37381};
13061;;;{115586, 99036, 105638, 88168, 99240, 100457, 105640, 88558, 38770, 101592, 51964, 95199};Yash Future Tech Solutions Pvt Ltd;;{115586, 99036, 51964, 105638, 88168, 99240, 100457, 105640, 88558, 38770, 101592, 44252, 95199};
13062;;;{37410, 37436, 44295};Mocove Studio;;{37410, 37436, 44295};
13063;;;{29638};Acuze Interactives;;{29638};
13064;;;{29564, 33541};Altfuture;;{29564, 33541};
13065;804;;{41812};Painted Black Games;;;
13066;;;{41815};Zachary M Thomas;;{41815};
13067;;;{41816};Game Gland;;;
13068;;;{80860, 30207};mebius;;{117988, 104968, 119445, 41820, 120285, 30207};
13069;;;{42666};Tiny Shark Interactive;;;
13070;;;{43358};PuppyBox;;{43358};
13071;392;genDESIGN is a studio comprised of Fumito Ueda and a team of veteran developers who led the creation of Ico* and Shadow of the Colossus.  Under the direction of Fumito Ueda, genDESIGN handled all creative efforts for the critically acclaimed 2016 title, The Last Guardian.;{117};genDESIGN;;;2014-12-31 00:00:00
13072;;;{56968, 56866, 1963};Ubi Soft Montpellier SAS;;{56968, 56874};
13073;;;{43950};firshirke;;;
13074;;;{38763, 110135};Smokey Moose Games;;{110135};
13075;;;{76160, 62019, 44075};Drecom Co., Ltd.;;;
13076;;;{10704};Squashy Software;;;
13077;;;{44078};SYUPRO-DX;;;
13078;;;;Hybrid Arts, Inc;;{15265};
13079;;;;Miles Computing, Inc.;;{44080, 12107};
13080;;;{44081};Miles Computing, Inc,;;;
13081;;;{42925};Second Wind Interactive;;;
13082;;;{86274, 34615};WarGirl Games;;{86274, 34615};
13083;;;{116002, 20451, 24713, 29769, 16822, 9400, 10298, 102111};Stardock Entertainment;;{116002, 20451, 5449, 24713, 29769, 16822, 9400, 10298};
13085;;;{44108};Ofanziva;;{44108};
13086;;;{44150};Digital Illusions, Inc.;;;
13087;;;{41046, 44152, 44155, 44156, 44157};Koei Tecmo Wave;;{41046, 44152, 44155, 44156, 44157};
13088;;;;A Wave, Inc.;;{44151};
13090;840;;{45026, 107374};Digital Continue;;{107374};
13091;840;Renegade was founded in 2014 in San Diego, CA by industry veteran Scott Gaeta. Scotts over 20 years of experience enabled Renegade to gain a foothold immediately, releasing award-winning products and igniting a new era of casual games.    Scott entered the industry on the retail side, opening a game store in 1996. The store flourished in the golden age of CCGs, and later expanded into minis and board games. From there he starting consulting for Decipher, cutting his teeth on popular products such as the Star Wars, Star Trek, and Lord of the Rings CCGs. Scott eventually sold his store and became Deciphers Senior Vice President. Years later, he moved to Upper Deck Entertainment as Senior Director, tackling tabletop products based on Yu-Gi-Oh!, DC Comics, World of Warcraft, Marvel Comics, Hello Kitty and more.    After a great run at both companies, Scott decided it was time to build a game company from the ground up. In 2010, Scott co-founded Cryptozoic Entertainment with his partners. The company exploded onto the scene, with products ranging from World of Warcraft CCG expansions to various licensed tabletop games. In 2014, Scott decided to leave the company he co-founded and move on to a new challenge of bringing hobby quality games to the masses. Scott founded Renegade Game Studios in 2014.;;Renegade Game Studios;;{45248, 45249};2014-12-31 00:00:00
13092;;;{33175};TeamStormVR;;{33175};
13093;203;We are a small Czech indie studio of passionate game developers. Currently we focus all our effort on finishing a big 4X turn based strategy game set in the Ancient Rome. The work on this game lasts already seven years and it is to be released next year.;{46076};Kubat Software;;;2011-01-01 00:00:00
13094;;;{46133};Steve Fifield;;;
13095;;;{46449};Raffaele Mandese;;;
13096;;RnL Development are the creators of the Resistance & Liberation source mod, and the Resistance and Liberation game.;{46657};Resistance and Liberation Development;;{46657};2009-12-31 00:00:00
13097;;;;Reaktör Software;;{13473, 13476, 54519};
13098;;;{46661};Game Gems Inc.;;;
13099;;;;TYMAC (UK) Ltd.;;{46661};
13100;826;Founded in 2004 by staff from Legos gaming division, after the division was shut down, to finish Lego Star Wars: The Video Game.    They worked with Travellers Tale who developed the game and were bought by them after the games release in 2005.    The acquisition started a new company, called TT Games, with Giant Interactive Entertainment becoming the publishing division, renamed TT Games Publishing, and Travellers Tale becoming the development division and keeping their name.;;Giant Interactive Entertainment;292;{2681, 15738};2004-12-31 00:00:00
13101;;;{29139};612 Games;;{29139, 110755};
13102;;;{46926};Molten Neon;;;
13103;;;{47141};Breadboard;;;
13104;;;;Ving Co., Ltd.;;{12098, 2630, 12106, 7628, 121164, 6929, 6802, 12177, 10452, 8189, 12190};
13105;;;;Atlantis Software Limited;;{12576, 54594, 47142, 47143, 14001};
13106;;;{47143};Productive Playtime;;;
13107;;;;Psytronik Software;;{47143};
13108;;;{12330};Diamond Software;;;
13109;;;;My;;;
13110;;;{47156};Sharkteam;;{47156};
13111;;;{47157};Slow Bros.;;;
13112;;;{103369, 36506};APLUS Co., Ltd.;;;
13113;;;;mn;;;
13114;;;{47170};BOXI INTERACTIVE;;{47170};
13115;276;;{44116};Phantom 8 Studio;;{44116};
13116;;;{47518};Coin Operated Games;;{47518};
13117;;;{42505, 45778};Leland Interactive Media;;;
13118;;;{48017};Nerve Damage Games;;;
13119;;;;POWERCHORD STUDIO;;{107144, 48018};
13120;;;{107144, 48018, 115286};Brownies;;;
13121;;;{51983, 48111};Ishisoft;;{51983};
13122;643;Kefir! is a game studio famous for its mobile game hits Russian Prison Mafia, Metro 2033 and Eastern Front. Its offices are located in Volgograd and Saint Petersburg.    Kefir! has over one hundred young talented people from different parts of our country in its team. In a friendly and professional climate, the team has developed projects loved by over 30 million players.    The studio provides everything for its employees to fulfil their potential and encourages their success. Kefir! takes care of its household issues: breakfast, lunch, parties, etc. Nothing should distract the team from completing creative tasks and searching for new solutions.;{44076};Kefir!;;{44076};
13123;;;{48336};PaxPlay;;{48336};
13124;;;{48675};Pulciu;;;
13125;;;{49119};Color;;;
13126;;Jim and Emily Greer started Kongregate 10 years ago with the vision of creating an open platform for indie games with a strong focus on community engagement. Since inception, Kongregate has always prioritized treating developer partners fairly and honestly. This means great games for our players and an engaged audience for our developers.    Now, a decade after its introduction, Kongregate is a leading mobile & PC game publisher and web gaming portal. Through our publishing program, we work closely with game developers to provide a multitude of services to help great games become even better. Kongregate’s 30+ mobile games have been downloaded over 100 million times and have hundreds of millions of gameplays. Kongregates web portal features over 100,000 free games played by tens of millions of players per month. Through all of this change and growth, our goal is to maintain our values of integrity, collaboration, and most of all, fun!    Parent Company:  Modern Times Group (2017-)  GameStop (2010-2017);;Kongregate;;{49120, 101694, 31357, 80360, 36721, 112403, 101460, 56470, 30583, 57302, 100569, 51485, 56062, 74527};2006-10-10 00:00:00
13127;;;{14898, 57695};Dragonware Games;;{57695};
13128;;;{49516};MJ Bros;;;
13129;;;{50402};ARX Enterprises;;{50402};
13130;;;{50503};High Paw Studio;;{50503};
13131;233;;{51406};Hammer&Ravens;;{51406};
13132;;;{51408};La Moutarde;;;
13133;;;;Collavier Corporation;;{70884, 84741, 56071, 85609, 74348, 55981, 85327, 61456, 51409, 61458, 61459, 85042, 85043, 85077, 85271, 85299, 85615};
13134;;;{50286};Solgryn;;{50286};
13135;;;{51410};SomniumSoft;;;
13136;;;{48138};Odyssey Software;;;
13137;;;;American Video Entertainment;;{48138};
13138;;;{51444};Clover Lab.,inc.;;;
13139;;;{51449};Wavedash Games;;;
13140;;;{7085};You vs. the Internet;;;
13141;;;;Intellivision Productions;;{47277};
13142;;;{51456, 34753, 81606};Triverske;;{51456, 81606};
13143;;;{51466};Marcolosoftwares;;;
13144;;;{110974, 75785, 114313, 104079, 88087, 113563, 115615, 105376, 120095, 43172, 81960, 95276, 114478, 109746, 29235, 115125, 68665, 114362, 112829, 118340, 107849, 111947, 89935, 116944, 121298, 106584, 53209, 116186, 43101, 51424, 117476, 119013, 110183, 116839, 99433, 84074, 121961, 115320, 115953, 112372, 55285, 114548, 36472, 76668, 75005, 98686, 102399};Blender Games;;{110974, 75785, 114313, 104079, 88087, 113563, 115615, 105376, 120095, 43172, 81960, 95276, 114478, 109746, 29235, 115125, 68665, 114362, 112829, 118340, 107849, 111947, 89935, 116944, 121298, 106584, 53209, 116186, 43101, 51424, 117476, 119013, 110183, 116839, 99433, 84074, 121961, 115320, 115953, 112372, 55285, 114548, 36472, 76668, 75005, 98686, 102399};
13145;;;;SignHead Studio;;{51478};
13146;;;{44277};Armitage Games;;{44277};
13147;;;{29049, 55643, 51483, 33030};Surreal Games;;{29049, 55643, 51483, 33030};
13148;;;{14431};Wendell Hicken;;{14431};
13149;;;{51484};ZESt Corporation;;;
13150;;;;Новый Диск;;{51484};
13151;;;{51485};Borne Games;;;
13152;;;{51519};FMG Labs;;;
13153;;;;Fusion Media Group;;{51519};
13154;;;{51520, 23958};Wierd and Wry;;{51520, 23958};
13155;;;{119192};USC Games;;{119192, 103845, 51526};
13156;;Video Game Developer , Elegance Analysis Software;{51527};Elegance Analysis Software.;;;
13157;;;{51535};Magnus Games;;;
13158;;;{27314, 120858, 114058};Were Five Games;;;
13159;;;{51541, 34039};Pelikan13;;{34039};
13160;840;;{51548};Define Human Studios;;{51548};
13161;;;{51551};Wishary Games;;;
13162;;;{51691};Famousdogg Studios;;{51691};
